| Configuration: Fuel Internal - N2O External | | | | | | | | | | Configuration: N2O Internal - Fuel External | | | | | | | | |
| ------------------------------------------- | --------- | ---- | ---------- | ----------- | --------- | ------ | --------------------- | ----------------- | ------------ | ------------------------------------------- | | | ------------- | --------- | ---- | ---------- | ----------- | ------------------ |
| | | | | | | | | | | | | | | | | | | | | | | | | |
| Hole diameter | Hole area | Rows | Holes/Rows | Total holes | Mass flow | Error | Angular spacing [deg] | Arc distance [mm] | rPintle [mm] | Annulus width [mm] | | | Hole diameter | Hole area | Rows | Holes/Rows | Total holes | Mass flow | Error | Angular spacing [deg] | Arc distance [mm] | rPintle [mm] | Annulus width [mm] | |
| 0,80 mm | 0.502655 | 5 | 6 | 30 | 0.4632 | 0.52% | 60.00 | 11.138 | 11.40 | 0.59 | | | 0,80 mm | 0.5026548 | 5 | 18 | 90 | 1.3251 | 1.86% | 20.00 | 3.179 | 11.40 | 0.21 | |
| 0,80 mm | 0.502655 | 5 | 6 | 30 | 0.4632 | 0.52% | 60.00 | 12.465 | 12.67 | 0.53 | | | 0,80 mm | 0.5026548 | 5 | 18 | 90 | 1.3251 | 1.86% | 20.00 | 3.622 | 12.67 | 0.19 | |
| | | | | | | | | | | | | | | | | | | | | | | | | |
| | | | | | | | | | | | | | | | | | | | | | | | | |
| Hole diameter | Hole area | Rows | Holes/Rows | Total holes | Mass flow | Error | Angular spacing [deg] | Arc distance [mm] | rPintle [mm] | Annulus width [mm] | | | Hole diameter | Hole area | Rows | Holes/Rows | Total holes | Mass flow | Error | Angular spacing [deg] | Arc distance [mm] | rPintle [mm] | Annulus width [mm] | |
| 1mm | 0.785398 | 1 | 19 | 19 | 0.4583 | 1.56% | 18.95 | 1.513 | 7.60 | 0.86 | | | 1mm | 0.7853982 | 1 | 58 | 58 | 1.334 | 1.18% | 6.21 | \-0.177 | 7.60 | 0.31 | |
| 1mm | 0.785398 | 1 | 19 | 19 | 0.4583 | 1.56% | 18.95 | 1.932 | 8.87 | 0.75 | | | 1mm | 0.7853982 | 1 | 58 | 58 | 1.334 | 1.18% | 6.21 | \-0.039 | 8.87 | 0.27 | |
| 1mm | 0.785398 | 1 | 19 | 19 | 0.4583 | 1.56% | 18.95 | 2.351 | 10.13 | 0.66 | | | 1mm | 0.7853982 | 1 | 58 | 58 | 1.334 | 1.18% | 6.21 | 0.098 | 10.13 | 0.24 | |
| 1mm | 0.785398 | 1 | 19 | 19 | 0.4583 | 1.56% | 18.95 | 2.770 | 11.40 | 0.59 | | | 1mm | 0.7853982 | 1 | 58 | 58 | 1.334 | 1.18% | 6.21 | 0.235 | 11.40 | 0.21 | |
| 1mm | 0.785398 | 1 | 19 | 19 | 0.4583 | 1.56% | 18.95 | 3.189 | 12.67 | 0.53 | | | 1mm | 0.7853982 | 1 | 58 | 58 | 1.334 | 1.18% | 6.21 | 0.372 | 12.67 | 0.19 | |
